Oliver Bansal,2147483647,20
Jacinto Archibald,1127405154,83
Roseanna Barris,2147483647,66
Elisha Amici,2147483647,34
Noreen Banfill,2147483647,95
Fred Angelone,2147483647,81
Raye Baria,2147483647,97
Dann Allex,2147483647,78
Laurene Aughenbaugh,1106876943,16
Lu Azimi,2147483647,78
Ghislaine Annuzzi,2147483647,55
Orpha Bapties,2147483647,74
Elenor Amemiya,2147483647,1
Stepanie Bauknecht,2147483647,80
Tyisha Beckum,2147483647,86
Tanisha Baysden,1608531928,67
Arnoldo Adauto,2147483647,30
Kim Aspacio,2147483647,86
Wilford Behrman,2147483647,79
Darnell Allocco,2147483647,70
Pandora Baranoski,2147483647,54
Kiyoko Asta,2147483647,51
Kortney Astillero,2147483647,72
Ernest Analla,2147483647,6
Syreeta Bawer,2147483647,89
Sharita Bason,2147483647,24
Joel Arneberg,2147483647,58
Yukiko Belding,2147483647,72
Luigi Babauta,2147483647,87
Lanny Attles,2147483647,54
Omar Banter,1663568368,43
Deena Almodovar,2147483647,79
Palmer Barahona,1986134382,73
Melina Bakley,2147483647,71
Kym Athanasiou,2147483647,88
Janiece Arentz,2147483647,26
Jannette Arfman,2147483647,93
Rhona Barnard,2147483647,94
Maye Bajaj,2147483647,8
Adina Abair,2147483647,55
Williemae Beiler,2147483647,85
Roma Barree,2147483647,43
Jena Arismendez,2147483647,78
Cherrie Albro,2147483647,3
Maxine Baity,2147483647,69
Lizette Awong,2147483647,39
Carman Aiton,2147483647,80
Cruz All,2147483647,87
Lasonya Auckerman,2147483647,86
Lorilee Aylesworth,2147483647,6
Pamila Baranga,2147483647,1
Gabriella Angione,2147483647,16
Vanesa Bednarik,1100757550,12
Brigid Aharoni,1994633448,61
Danica Aller,2147483647,11
Christy Alderete,2147483647,18
Violette Beets,1687384071,96
Mai Bachmeyer,2147483647,39
Penny Barbier,2025478567,77
Jeni Ariza,2147483647,41
Judson Arrey,2124699182,1
Royal Barstow,2147483647,59
Samuel Bartnett,1755521333,0
Judy Arrez,2147483647,36
Slyvia Battista,2122406853,6
Jc Arguillo,2073664925,61
Augustus Aderholt,2147483647,76
Renee Barlett,2147483647,2
Su Baumgarten,2147483647,88
Mariah Baer,2147483647,8
Adelaida Aaronson,2147483647,80
Eleanora Amela,2147483647,96
Raina Barera,2147483647,88
Hallie Antony,2147483647,51
Meghann Bakerville,2147483647,80
Tracey Becherer,2147483647,13
Samantha Bartlett,2147483647,74
Olive Banowski,2147483647,64
Penni Barbian,2147483647,20
Adrianne Abasta,2147483647,62
Edda Amass,2147483647,43
Devora Altenhofen,2147483647,33
Daisey Allbritton,2147483647,1
Glynis Anthes,2147483647,8
Teodora Beachman,2147483647,99
Claretta Alegre,2147483647,91
Roger Barratt,2147483647,44
Stephani Bault,2147483647,56
Gabriel Angileri,2147483647,24
Becki Adrion,2147483647,0
Antoinette Ackison,2147483647,1
Carter Akey,2147483647,87
Prudence Barde,2147483647,86
Kitty Ast,2147483647,51
Autumn Adhami,2147483647,52
Cassaundra Akinyooye,2147483647,33
Vesta Beelby,2147483647,37
Merlene Balaz,2147483647,15
Ima Araldi,2147483647,3
Dionna Alto,2147483647,30
Alita Abilay,2147483647,41
David Allsup,2147483647,82
Sherrell Batesole,2147483647,9
Hilton Apperson,1697419484,19
Georgeann Ankrapp,2147483647,46
Cristie Alizadeh,2147483647,39
Kamilah Arthurs,2147483647,32
Ehtel Ambrosio,1564227472,24
Daine Allbritten,2147483647,78
Phillis Barbu,2147483647,27
Everette Ando,2147483647,89
Machelle Babula,2147483647,27
Effie Ambrosia,2147483647,28
Jeane Argust,2147483647,66
Fay Andreola,2147483647,67
Virgina Bega,2147483647,34
Bernetta Aflalo,2147483647,18
Chet Alcalde,2147483647,94
Elin Ames,2147483647,54
Cathryn Alagna,2147483647,62
Adrianna Abascal,2147483647,33
Alesia Abed,2147483647,48
Meghann Bakerville,2147483647,28
Novella Banick,2147483647,86
Austin Adger,2147483647,48
Cassaundra Akinyooye,2147483647,38
Herlinda Apling,2147483647,74
Marybeth Bailin,2147483647,64
Alyson Abramovitz,2147483647,8
Eveline Andeson,2147483647,34
Philip Barbre,2147483647,27
Mira Balfe,2147483647,84
Johnette Arnn,2147483647,84
Robbi Barns,2147483647,73
Ila Aragao,2147483647,93
Gita Ansoategui,2147483647,39
Edward Amboree,2147483647,37
Sun Baune,2147483647,93
Maurice Baisch,2147483647,61
Romeo Barrena,2147483647,73
Bobbie Agramonte,2147483647,93
Burl Ahr,2147483647,47
Milan Baldor,2147483647,76
Candyce Ailiff,2147483647,71
Sheilah Bastidos,2147483647,43
Arthur Addams,1058996612,60
Naomi Balok,2147483647,75
Jodi Arnau,2147483647,16
Luis Babbel,2147483647,24
Tamekia Bayird,2147483647,99
Claris Alejandro,1367494855,25
Iluminada Araki,1278268079,44
Manual Backues,2147483647,28
Heath Apadaca,2147483647,28
Talitha Bayardo,2147483647,17
Alease Abdou,2147483647,99
Brian Aguon,2147483647,13
Juanita Arrellano,2147483647,79
Tanya Bayton,2147483647,59
Kera Asken,2147483647,75
Alicia Abernathy,2147483647,57
Gricelda Antolos,2147483647,72
Forest Anewalt,2147483647,81
Tad Baxendale,2147483647,92
Arcelia Acothley,2147483647,78
Timika Beaucage,2147483647,22
Andrew Abundiz,2147483647,31
Mellisa Baksi,1996706816,66
Luana Aziz,2147483647,4
Un Bedaw,2147483647,49
Darrin Alls,1624904790,96
Karissa Artz,2147483647,32
Bettyann Agerter,2147483647,95
Brittney Ahlemeyer,2147483647,99
Laura Auerbach,2147483647,61
Patsy Barban,2147483647,56
Corrie Alicer,2147483647,11
Erich Amweg,2147483647,51
Tisha Beaudion,2147483647,18
Jessie Armengol,2147483647,98
Willena Beidler,1139497893,36
Daphne Alliance,2147483647,1
Milford Baldridge,2069325379,87
Michiko Baldenegro,2147483647,28
Tien Beathe,2147483647,62
Reagan Barile,2147483647,13
Lore Ayalla,2147483647,25
Johanna Arnhart,2147483647,67
Darell Allington,2147483647,56
Meridith Balaski,2147483647,75
Concha Alfonsi,1725240446,42
Filomena Andrson,2147483647,37
Lala Atta,2147483647,61
Sydney Bawany,2147483647,45
Roselle Barrom,2147483647,33
Jenise Arjes,2147483647,78
Myrtle Ballog,2147483647,64
Rosalie Barrickman,2147483647,38
Krystle Atchley,2147483647,48
Mellisa Baksi,1996706816,44
Bridget Agyeman,1034155672,44
Lino Avita,2147483647,69
Myesha Balli,1813402867,3
Heather Apadoca,2147483647,91
Lucien Azzarella,2147483647,4
Megan Bakemeier,2015897469,78
Jovan Arrand,2147483647,98
Cherish Albright,1634146664,99
Luisa Babbin,2147483647,4
Joey Arnett,2147483647,40
Hollis Applegarth,2147483647,89
Cris Alipio,2147483647,8
Larhonda Atwood,1282567911,99
Julio Arrojo,2147483647,5
Justin Arroyo,2147483647,14
Kendal Ashmen,2147483647,58
Lonna Axt,2143559591,8
Eliseo Amezcua,1386240168,28
Bulah Aholt,2147483647,65
Crystle Allah,1994362989,71
Morton Balles,2147483647,86
Keely Ashaf,2147483647,16
Sharyl Bassani,2055017433,65
Chris Alcocer,1316731547,45
Nannette Balog,2147483647,61
Sherlyn Bater,2147483647,9
Kermit Askia,2147483647,5
Cleopatra Alessi,2147483647,4
Anjelica Achee,2147483647,65
Brandy Aguiler,2147483647,52
Rodger Barran,2147483647,60
Brett Agumga,2147483647,37
Mirta Balicki,2147483647,38
Meghan Baker,2147483647,80
Amparo Abruzzese,2147483647,86
Kristin Asuncion,2147483647,73
Noah Bandle,2147483647,1
Tana Bayne,2147483647,57
Micha Balcomb,1189567758,6
Alexis Abelman,2146979714,38
Michel Baldassare,2147483647,87
Julius Arrollo,2147483647,18
Torie Bebo,2147483647,65
Denae Alrais,2147483647,97
Ethel Anchors,1446500838,33
Keli Ashcroft,2147483647,9
Twanda Beckor,2147483647,60
Kai Art,1662848128,63
Young Belcher,2147483647,14
Jenny Arko,2147483647,2
Adella Abad,1900062429,95
Pura Bardeen,2147483647,72
Willie Beil,2147483647,66
Erma Anagnos,2147483647,65
Nisha Banderas,2147483647,31
Anette Acal,2147483647,40
Cythia Allateef,2147483647,51
Loreta Ayele,1149531421,13
Christinia Aldaz,1884241683,81
Brigid Aharoni,1994633448,46
Charmain Albert,2147483647,60
Leslie Auzston,2147483647,9
Dawna Allvin,2147483647,4
Nu Banik,2004497929,20
Corey Alhameed,2147483647,16
Deshawn Alstad,2147483647,19
Carley Aipperspach,2147483647,99
Tiffaney Beatrice,1845595267,10
Matilde Bains,2147483647,21
Quiana Bardin,1137252340,38
Lashaunda Aubrecht,2147483647,80
Ressie Barlip,2147483647,73
Felipa Andrew,2147483647,37
Sidney Batteen,2147483647,48
Corrin Alicia,2147483647,97
Venice Bee,2147483647,34
Lola Axelson,2147483647,52
Jeromy Armagost,2147483647,80
Lesli Auzat,2147483647,16
Adriene Abati,2147483647,75
Galen Angleberger,2147483647,24
Valorie Bedingfield,2147483647,46
Diane Altheimer,2147483647,87
Leticia Avans,2147483647,89
Bethanie Agcaoili,2147483647,33
Elina Amesbury,2147483647,62
Carrol Akerley,2147483647,5
Gwenda Antonich,2147483647,45
Jeanette Ariano,2147483647,23
Trent Beckelheimer,1705554063,62
Dannette Alleyne,2147483647,89
Virgina Bega,2147483647,79
Jaime Ardery,2147483647,40
Lorraine Aymond,2147483647,97
Lindsay Avie,2147483647,59
Omer Bantillan,2147483647,91
Shanta Basilio,2147483647,68
Helene Apfel,2147483647,8
Leeann Aurand,2147483647,94
Willard Beidleman,2147483647,64
Elias Amerio,2147483647,25
Elfrieda Amento,2147483647,41
Farah Andreason,2147483647,64
Shiloh Batiz,2147483647,74
Sommer Batton,2147483647,79
Gwenda Antonich,2147483647,7
Mirella Balhorn,1045550254,33
So Battiste,2147483647,10
Orpha Bapties,2147483647,46
Beckie Adrovel,2147483647,31
Arletta Adamik,2147483647,81
Deloise Aloy,2147483647,90
Kelsey Ashland,2147483647,60
Wm Beissel,2147483647,5
Lavenia Augustin,1552563220,96
Nakita Balm,2147483647,82
Davis Allum,2147483647,97
Deon Alsobrooks,2147483647,52
Malisa Back,2147483647,9
Elenore Amend,2147483647,49
Tamara Bayers,2147483647,63
Lida Avena,2147483647,58
Waneta Behar,2147483647,44
Mina Bale,2147483647,70
Tawny Bazydlo,2147483647,76
Aline Abes,2147483647,96
Lonnie Axtell,2147483647,25
Silvana Batters,2147483647,8
Sheldon Bastine,2147483647,85
Chad Alario,2147483647,40
Rozella Barta,2147483647,85
Delilah Aloia,2147483647,2
Scotty Baruch,2147483647,45
Leigha Aus,2147483647,45
Leena Aures,2147483647,83
Tyra Becnel,2147483647,45
Julian Arrick,2147483647,51
Amparo Abruzzese,2147483647,44
Veronica Beeker,2147483647,72
Charise Albares,2147483647,86
Katharine Asakura,1776560677,17
Savanna Bartucca,2147483647,7
Jaquelyn Argenal,2085623080,69
Christia Aldaco,2147483647,27
Laverne Augustyn,2147483647,31
Michelle Balden,2147483647,36
Chong Alcivar,2147483647,90
Hung Aquas,1878807591,99
Gwenn Antonini,2147483647,94
Jesus Armento,2147483647,92
Reina Barket,2147483647,38
Heather Apadoca,2147483647,24
Tawny Bazydlo,2147483647,40
Mistie Balish,2147483647,86
Carolin Akapo,2147483647,84
Norman Bangura,2147483647,62
Alden Abdon,2147483647,55
My Balleza,2147483647,43
Dorris Alvine,2147483647,86
Nick Bame,2147483647,80
Clementina Alesna,2147483647,39
Christen Alcoser,2147483647,33
Ethel Anchors,1446500838,55
Freeman Angers,2147483647,66
Keiko Ashbacher,2147483647,77
Lorita Aylward,2147483647,27
Christopher Alder,2147483647,96
Lacresha Athey,2147483647,7
Hee Aparicio,2147483647,21
Treasa Becka,2147483647,50
Arleen Adamec,1229568383,66
Carmelita Aiyer,2147483647,7
Debora Almeda,2147483647,82
Kimiko Aspri,2147483647,47
Mollie Ballance,2147483647,23
Elisha Amezquita,2147483647,87
Marg Badenoch,2147483647,44
Daren Allio,1041000934,93
Zana Belgrade,2147483647,54
Lucy Baarts,2147483647,49
Flora Andrzejczak,2147483647,19
Raymundo Barie,2147483647,48
Chelsie Albino,2147483647,30
Lenore Austill,2147483647,53
Kourtney Astle,2147483647,49
Anastasia Abson,2147483647,57
Chet Alcalde,2147483647,16
Marybeth Bailin,2147483647,38
Zenobia Belin,2147483647,16
Shenika Baswell,2147483647,69
Irmgard Arballo,2147483647,13
Leonardo Autery,2147483647,2
Lindsey Avilar,2147483647,77
Vicki Been,2147483647,57
Felipe Andrews,2147483647,56
Ashly Addy,2147483647,64
Petrina Barbosa,2147483647,84
Carmela Aiudi,2147483647,91
Cathi Akuna,2147483647,69
Jesenia Armbrister,2147483647,65
Coreen Algood,2147483647,48
Dewayne Alteri,2147483647,34
Marquetta Bahl,2147483647,89
Nydia Bankard,2147483647,64
Ariel Adamcik,2147483647,58
Garfield Anglemyer,2147483647,45
Nicolette Banasiak,2147483647,90
Karren Arvidson,2147483647,29
Merlyn Balbas,2147483647,44
Simone Battey,2147483647,99
Aiko Abbed,2147483647,93
Margert Badlam,2147483647,76
Regina Barke,2147483647,76
Micaela Balckburn,2147483647,91
Jody Arnaudet,1590822287,11
Lindy Avilla,2147483647,63
Lucila Azzaro,2147483647,81
Yer Bekius,2147483647,24
Naoma Balogun,2147483647,71
Tabatha Bawner,2147483647,76
Esther Ancelet,2147483647,22
Delana Almy,2147483647,2
Carman Aiton,2147483647,71
Felton Andries,2147483647,80
Cherrie Albro,2147483647,18
Rodney Barranca,2147483647,16
Carie Aimone,1799480882,42
Tracie Bechman,2147483647,90
Cordie Algire,2147483647,61
Sadye Bartimus,2147483647,63
Odell Banko,2147483647,39
Eliz Amico,2147483647,33
Darius Allman,2147483647,26
Ling Avinger,2147483647,91
Wynell Beitel,2147483647,46
Milan Baldor,2147483647,28
Mozell Ballesteros,2147483647,90
Evangelina Anderson,2147483647,82
Malik Bacik,2147483647,62
Margarita Badgett,1416830766,77
Rufina Bartelson,2147483647,42
Valeri Beder,2147483647,93
Shayla Basten,2147483647,88
Shanel Basher,2147483647,3
Kathryne Asch,2147483647,65
Michal Baldacci,2147483647,22
Anya Acock,2147483647,95
Lee Aupperle,2147483647,26
Del Almstead,2147483647,13
Colton Alfero,2147483647,20
Luisa Babbin,2147483647,86
Kathryne Asch,2147483647,30
Reena Barish,2147483647,80
Carmela Aiudi,2147483647,39
Jeanene Arhart,2147483647,75
Claude Alen,2147483647,24
Connie Alford,2147483647,12
Colette Aleyandrez,1472670490,3
Adina Abair,2147483647,2
Ayesha Adkins,2147483647,49
Michele Baldauf,2147483647,75
Nola Banek,2147483647,73
Neida Baltierra,2147483647,28
Zoraida Belka,2147483647,93
Jama Ardman,2147483647,18
Cecila Alamia,2147483647,1
Annika Ackerley,2147483647,63
Felton Andries,2147483647,82
Jerilyn Arlotta,1836636287,44
Debroah Almendarez,2147483647,86
Dannielle Allgaier,2147483647,39
Bryant Ahluwalia,2147483647,39
Kori Asters,2147483647,29
Jeana Argumedo,2147483647,52
Felicitas Andreula,2147483647,50
Alise Abete,2147483647,99
Dulcie Amacher,2147483647,74
Odelia Bankhead,2147483647,96
Altagracia Aboulahoud,2145324942,72
Tawnya Bazylewicz,2147483647,44
Terresa Beales,2147483647,4
Jonah Arnzen,1540055564,96
Milly Balduzzi,2147483647,77
Rikki Barnhart,2147483647,12
Dell Alongi,1828789539,0
Zandra Belgrave,2147483647,43
Ivory Archacki,2147483647,10
Santo Bartos,2147483647,92
Izetta Archambeault,2147483647,25
Jewell Armijo,2147483647,72
Prince Barczak,2147483647,47
Nida Banaszek,2147483647,1
Deann Almanzar,2147483647,45
Yoko Beland,1244391217,24
Codi Alexender,2147483647,89
Misty Balistreri,2147483647,9
Twila Beckstead,2147483647,15
Arcelia Acothley,2147483647,62
Tonia Beavers,2147483647,84
Perry Barbin,2147483647,15
Shelby Bastin,2147483647,74
Lorinda Aylock,2147483647,25
Sherley Batel,2147483647,41
Colene Alexzander,2147483647,26
Merilyn Balasko,2147483647,62
Yen Bekis,1694035308,43
Bobbie Agramonte,2147483647,70
Joel Arneecher,2147483647,31
Cherish Albright,1634146664,44
Leora Autry,2147483647,33
Galen Angleberger,2147483647,25
Jeannie Aries,2147483647,27
Jackie Archuleta,2147483647,48
Temeka Beabout,2147483647,33
Freddy Angelou,2147483647,66
Kathyrn Aschbacher,2147483647,18
Jacquelyn Arcino,2147483647,8
Jessia Armendarez,2147483647,26
Kellye Ashkettle,2147483647,62
Lanelle Atthowe,2147483647,17
Dorothea Alvidrez,1260247297,52
Lynna Babish,2147483647,35
Delpha Alpert,2147483647,6
Melodie Bala,2147483647,38
Kendal Ashmen,2147483647,23
Norbert Banez,2147483647,84
Katherin Asano,2147483647,15
Cameron Ahyou,2147483647,89
Marlin Bagwell,2147483647,2
Dewey Alterio,2147483647,97
Mina Bale,2147483647,73
Chloe Alcine,2147483647,9
Sacha Bartholomay,2147483647,60
Gwenda Antonich,2147483647,32
Denita Alsbrooks,1184930935,89
Katlyn Ascher,2147483647,48
Janene Arends,2147483647,10
Shanel Basher,2147483647,64
Christine Alday,2147483647,50
Amira Abriola,2147483647,67
Pandora Baranoski,2147483647,76
Kiana Asman,2147483647,23
Tia Beason,2147483647,62
Carter Akey,2147483647,56
Maryrose Baima,2147483647,37
Latoyia Audirsch,2147483647,34
Brian Agunos,2147483647,70
Jere Arlen,2147483647,92
Ewa Andrada,1617087869,80
Domenica Altreche,2147483647,54
Nadene Ballow,2147483647,74
Alvaro Abraham,2147483647,12
Sharilyn Basom,2147483647,86
Ray Bari,2147483647,1
Hermina Apodoca,2147483647,80
Miguel Baldi,2147483647,12
Letisha Avansino,2125139353,19
Golda Anthis,2147483647,48
Sammie Bartlow,2147483647,49
April Acor,2147483647,47
Sigrid Battenhouse,2147483647,59
Sam Bartleson,2147483647,97
Ester Ancel,2147483647,25
Tammi Bayman,2147483647,61
Arron Adcock,2147483647,14
Cherilyn Albrecht,2147483647,76
Stormy Baumgart,2147483647,18
Sydney Bawa,2147483647,72
Ariane Ada,2147483647,66
Otto Barabin,2147483647,43
Judie Arreola,1234216178,42
Lelah Ausland,1067425785,3
Magaly Bachelor,1718834162,91
Lacresha Athey,2147483647,43
Jacquie Arcuo,2147483647,58
Theda Beaner,2147483647,27
Clifton Alexakis,2147483647,73
Doretta Alverest,2147483647,48
Zelda Beliard,2147483647,15
Birgit Agney,2147483647,6
Enda Amsler,2147483647,25
Sarina Bartow,2147483647,17
Jerrold Armas,2147483647,71
Teena Bazzle,2147483647,50
Hilda Appelgren,2147483647,64
Tressie Beckendorf,2147483647,85
Asuncion Adelizzi,2147483647,49
Suzan Bautiste,2147483647,68
Jaleesa Ardizone,1868324839,41
Candance Aihara,2147483647,82
Zoe Belisle,2147483647,3
Brandi Aguero,2147483647,17
Raymond Barick,2147483647,35
Maude Bairam,2147483647,76
Kenneth Ashworth,2147483647,75
Saul Barts,2147483647,79
Adriene Abati,2147483647,65
Wilfred Behrmann,1842957977,44
Helga Apgar,2147483647,88
Vance Bednarczyk,2147483647,75
Lajuana Atkinson,2147483647,88
Lyndon Babin,2147483647,59
Hobert Applebaum,2147483647,49
Ellis Amis,2147483647,79
Terrell Beale,2147483647,40
Mammie Backey,2147483647,90
Jere Arlen,2147483647,72
Bernardine Afflick,2147483647,21
Basil Adomaitis,1837994298,74
Williemae Beiler,2147483647,58
Keesha Ashbach,2147483647,80
Homer Appleman,2147483647,50
Josie Arquitt,2147483647,36
Verlie Beeckman,2023945634,84
Dollie Altomari,2147483647,90
Luciana Azure,2147483647,77
Rocky Barraco,2147483647,20
Harry Anzalone,2147483647,17
Myrta Ballintyn,2147483647,65
Wes Behning,2147483647,61
Ardelia Acre,2147483647,59
Krystyna Atcitty,2147483647,49
Fidel Androlewicz,2147483647,61
Nannie Balogh,2147483647,39
Glendora Antao,2147483647,68
Yadira Bejaran,2147483647,85
Katina Aschenbrenner,2147483647,36
Gretchen Antolin,2147483647,96
Odell Bankos,2147483647,31
Rosann Barrigan,2147483647,97
Delilah Aloia,2147483647,40
Pattie Barbar,2147483647,1
Lyndsey Babineau,2147483647,11
Curt Allaire,2147483647,30
Rayna Barientos,2147483647,17
Timmy Beauchaine,2147483647,82
Raina Barera,2147483647,44
Florine Anerton,2147483647,8
Argentina Acuna,2147483647,3
Karolyn Arvesen,2147483647,41
Nick Bame,2147483647,47
Eileen Ambrosius,2147483647,21
Shantae Basilone,2147483647,63
Claude Alen,2147483647,57
Vanetta Bednarski,2147483647,97
Lavelle Auguste,2147483647,17
Hershel Apolo,2147483647,29
Crysta Allaband,2147483647,98
James Area,2147483647,39
Erica Amuso,2147483647,18
Leonel Auther,2147483647,21
Aleta Abedi,2147483647,32
Melani Bakhshian,1349330256,34
Jamika Arehano,2147483647,72
Heather Apadoca,2147483647,90
Cassi Akiyama,2147483647,9
Helaine Apelian,2147483647,40
Ethyl Anciso,2147483647,21
Andres Abuhl,2147483647,47
Riva Barninger,2147483647,99
Johna Arning,2147483647,33
Christinia Aldaz,1884241683,83
Margot Badruddin,2147483647,36
Samantha Bartlett,2147483647,4
Phebe Barbour,2147483647,11
Devora Altenhofen,2147483647,31
Galen Angleberger,2147483647,25
Marsha Bahn,2147483647,0
Lucia Azuma,1263092367,6
Norene Bang,2147483647,97
Vonnie Begnaud,2147483647,86
Arnetta Adamyan,1124235990,34
Eldridge Amejorado,2147483647,36
Lenard Austad,2147483647,31
Sharika Basnight,2147483647,34
Estell Anaya,2147483647,30
Mindy Balentine,2147483647,46
Carroll Akers,2147483647,32
Scottie Bartz,2147483647,95
Hannah Antronica,2147483647,58
Aurore Adeyemo,2147483647,60
Tawanna Bazinet,2147483647,40
Shiloh Batiz,2147483647,55
Jadwiga Ardelean,1583235311,46
Maisie Bachta,2147483647,13
Jefferey Arildsen,2147483647,58
Adelaida Aaronson,2147483647,49
Toni Beaver,2147483647,27
Shira Batko,2147483647,49
Loren Aycox,2147483647,70
Shanika Bashline,2147483647,88
Afton Abato,2147483647,52
Glynda Antes,2147483647,14
Sharyn Bassano,2147483647,18
Bobby Agre,2147483647,21
Rebecca Baringer,2147483647,17
Samuel Bartnett,1755521333,67
Liz Awbrey,2147483647,68
Denna Alsbury,2147483647,99
Ceola Alarid,2147483647,85
Carolin Akapo,2147483647,57
Jennell Arkadie,1068153057,13
Avril Adinolfi,1002478981,36
Jadwiga Ardelean,1583235311,93
Sheri Batarse,2084848609,99
Marlen Bagsby,2147483647,69
Suzi Bavaro,2147483647,65
Delana Almy,2147483647,24
Rolanda Barraza,1354761223,7
Jeniffer Arizola,2147483647,89
Elza Amoriello,2147483647,21
Ashlee Addington,2147483647,11
Sybil Bavier,2147483647,64
Roma Barree,2147483647,12
Marion Baggette,2147483647,94
Wendolyn Behn,2147483647,77
Kristofer Atamanczyk,2147483647,41
Terence Beadles,2147483647,59
Reginald Barkema,2147483647,32
Lanie Attilio,2147483647,63
Flo Andruzzi,2147483647,17
Freddy Angelou,2147483647,21
See Baruth,2147483647,55
Jolie Arnsworth,2147483647,62
Marci Badder,2147483647,89
Krysta Atcher,2147483647,91
Bret Aguliar,2147483647,58
Allyn Ablin,2147483647,99
Devon Altemus,2147483647,82
Cameron Ahyet,2058199828,87
Ramiro Barette,2147483647,9
Marx Baik,2061576511,28
Kelsey Ashland,2147483647,56
Summer Baun,2147483647,27
